comprise			vt.包含，包括；构成
compromise			n.妥协，和解
concept			n.概念，观念，设想
concern			n.关心，挂念；关系
conclude			vt.推断出；结束
conclusion			n.结论，推论；结尾
concrete			n.混凝土；具体物
condemn			vt.谴责，指责；判刑
condition			n.状况，状态；环境
conduct			n.举止，行为；指导
conference			n.会议，讨论会
confidence			n.信任；信赖；信心
confident			n.确信的，自信的
confine			vt.限制；禁闭
confirm			vt.证实，肯定；批准
confuse			vt.使混乱，混淆
congratulate			vt.祝贺,向…道喜
congress			n.大会；国会，议会
conjunction			n.接合,连接(词)
connect			vt.连接，连结；联系
conquer			vt.征服，战胜；破除
conscience			n.良心，道德心
conscious			a.意识到的；有意的
consent			n.同意，赞成 vi.同意
consequence			n.结果，后果
conservation			n.保存，保护；守恒
conservative			a.保守的 n.保守的人
consist			vi.由…组成；在于
consistent			a.坚持的，一贯的
constant			a.经常的；永恒的
constitution			n.章程;体质;构造
construct			vt.建造；建设；构筑
consume			vt.消耗，消费；消灭
consumption			n.消耗量；消耗
contact			vt.使接触；与…联系
contain			vt.包含，容纳；等于
contemporary			a.当代的，同时代的
content			n.内容，目录；容量
contest			vt.争夺，争取；辩驳
continent			n.大陆；陆地；洲
continual			a.不断的；连续的
continue			vt.继续，连续；延伸
continuous			a.连续不断的，持续的
contract			n.契约，合同；婚约
contradiction			n.矛盾，不一致；否认
contribute			vt.捐献，捐助；投稿
convenience			n.便利,方便；厕所
convention			n.习俗，惯例；公约
conventional			a.普通的；习惯的
conversely			ad.相反地
convert			vt.使转变；使改变
convey			vt.传送；运送；传播
convince			vt.使确信，使信服
cooperate			vi.合作，协作；配合
coordinate			vt.使协调，调节
corporation			n.公司，企业；社团
correct			a.正确的 vt.纠正
corridor			n.走廊，回廊，通路
courage			n.勇气，胆量，胆识
create			vt.创造；引起，产生
creature			n.生物，动物，家畜
credit			n.信用贷款；信用
crime			n.罪，罪行；犯罪
criminal			n.犯人，罪犯，刑事犯
crisis			n.危机；存亡之际
critic			n.批评家，爱挑剔的人
critical			a.决定性的；批评的
criticism			n.批评；批判；评论
criticize			vt.批评；评论；非难
cure			vt.医治；消除 n.治愈
curiosity			n.好奇，好奇心；珍品
curious			a.好奇的；稀奇古怪的
current			a.当前的；通用的
cycle			n 自行车，循环
damage			vt.损害，毁坏 n.损害
data			n.数据; 资料
decay			vi.腐烂；衰败 n.腐烂
deceive			vt.欺骗，蒙蔽，行骗
decide			vt.决定，决心；解决
decision			n.决定，决心；果断
declare			vt.断言；声明；表明
decrease			vi.&n.减少，减少
deduce			vt.演绎，推论，推断
defeat			vt.战胜，击败；挫败
defect			n.缺点，缺陷，欠缺
defend			vt.保卫，防守
define			vt.给…下定义；限定
definite			a.明确的；肯定的
definitely			ad.一定地，明确地
definition			n.定义，释义；定界
delegation			n.代表团
deliver			vt.投递，送交；发表
demand			vt.要求；需要；询问
democracy	dem,crat	dem(人民)+crat(统治)，人民做主	n.民主，民主制
democratic	dem,crat	dem(人民)+crat(统治)，人民当家	a.民主的，民主政体的
demonstrate			vt.说明;论证;表露
deny			vt.否定；拒绝相信
depart			vi.离开，起程；出发
department			n.部,司,局,处,系
departure			n.离开，出发，起程
depend			vi.依靠，依赖；相信
deposit			vt.使沉淀；存放
describe			vt.形容；描写，描绘
deserve			vt.应受，值得
design			vt.设计 n.设计；图样
despair			n.绝望 vi.绝望
desperate			a.拼死的；绝望的
despise			vt.鄙视，蔑视
despite			prep.不管，不顾
destination			n.目的地,终点；目标
destroy			vt.破坏；消灭；打破
destruction			n.破坏，毁灭，消灭
detect			vt.察觉，发觉；侦察
determination			n.决心/定;确定
determine			vt.决定；查明；决心
device			n.器械，装置；设计
devise			vt.设计，发明
diagram			n.图解，图表，简图
dialect			n.方言，土语，地方话
dictate			vt.&vi.口授；命令
differ			vi.不同，相异
diligent			a.勤勉的，勤奋的
dimension			n.尺寸，尺度；面积
disadvantage			n.不利(地位)
disappoint			vt.使失望，使受挫折
disaster			n.灾难，灾祸；天灾
disclose			vt.揭开，揭发；透露
discourage			vt.使泄气，使灰心
dismiss			vt.不再考虑；解雇
disorder			n.混乱，杂乱；骚乱
