relieve			vt.减轻，解除；救济
religion			n.宗教；宗教信仰
remember			vt.记得，想起；记住
remind			vt.提醒，使想起
remote			a.相隔很远的；冷淡的
remove			vt.移动，搬开；脱掉
repair			vt.&n.修理，修补
repeat			vt.重说，重做 n.重复
repetition			n.重复，反复
replace			vt.把…放回；取代
reply			vi.&n.回答，答复
report			vt.&vi.报告；汇报
reporter			n.记者，通讯员
reproduce			vt.&vi.繁殖，生殖
republic			n.共和国，共和政体
request			n.&v.请求，要求
require			vt.需要；要求，命令
resemble			vt.像，类似
reserve			vt.储备，保留；预定
reservoir			n.水库；蓄水池
residence			n.居住；驻扎；住处
resident			a.居住的 n.居民
resign			vt.放弃 vi.辞职
resist			vt.&vi.抵抗，抵制
resistance			n.抵抗/制；抵抗力
resolution			n.坚决/定；决定
resolve			vt.解决；决心 n.决心
respect			n.&vt.尊敬，尊重
respectful			a.恭敬的，尊重的
respective			ad. 各自的，各个的
respectively			ad.各自/分别地
restore			vt.恢复；归还；修补
restrain			vt.抑制，遏制；限制
restrict			vt 限制，限定，约束
restriction			n.限制，限定，约束
result			n.成果 vi.发生，结果
resume			vt.恢复；重新开始
retain			vt.保持，保留，保有
retreat			vi.(被迫)退却，后退
reverse			vt.颠倒，翻转 n.背面
review			vt.再检查 n.复习
revise			vt.修订，校订；修改
revolt			vi.&n.反抗，造反
revolution			n.革命；旋转，绕转
ridiculous			a.荒谬的，可笑的
rigid			a.刚硬的；僵硬的
rotary			a.旋转的，转动的
rotate			vi.旋转 vt.使旋转
rotation			n.旋转，转动；循环
royal			a.王的；皇家的
sacred			a.上帝的；神圣的
sacrifice	sacr,fac	sacr(神圣)+fac(做)	n.&vt.牺牲；南祭
saint			n.圣徒；基督教徒
satisfaction	sat,fac	sat(足够)+fac(做)，做到足够就满意	n.满意；快事；赔偿
satisfactory	sat,fac	sat(足够)+fac(做)，足够好才令人满意	a.令人满意的,良好的
satisfy	sat,fac	sat(足够)+fac(做)，做得足够就满足	vt.满足；使满意
scent			n.气味，香味；香水
scientific			a.科学(上)的
scope			n.范围；余地，机会
secondary			a.第二的；次要的
secretary			n.秘书；书记；大臣
section			n.切片；一段；部门
secure			a.安心的；安全的
security			n.安全，安全感
select			vt.&vi.选择，挑选
selection			n.选择，挑选；精选物
semiconductor			n.半导体
sense			n.感官；感觉；见识
sensible			a.感觉得到的；明智的
sensitive			a.敏感的；灵敏的
separate			a.分离的；个别的
sequence			n.连续，继续；次序
servant			n.仆人，佣人，雇工
session			n.会议，一段时间
sign			n. 符号，标记
signal			n. 信号，标志；vt. 发信号，示意
signature			n. 签名，署名；特征
significance	sign,fac	sign(记号)+fac(做)，做出记号以示重要	n. 意义，重要性；显著性
significant	sign,fac	sign(记号)+fac(做)，能作出记号的→重要的	n. 象征；有意义的事物；adj. 重大的；有效的；有意义的；值得注意的；意味深长的
similar			a. 相似的；类似的
similarity			n. 类似；相似点
simulate			vt. 模拟；模仿；假装
simultaneous			a. 同时发生的；同步的
skeptical			a. 怀疑的，多疑的
sketch			n. 素描；草图；概述 vt. 素描；简述
skill			n. 技能，技巧；熟练
skyscraper			n. 摩天大楼
slice			薄片；部分；菜刀，火铲；切下；把…分成部分；将…切成薄片
social			n. 联谊会；联欢会；adj. 社会的，社交的；群居的
society			n. 社会
solar			太阳的；日光的；利用太阳光的；与太阳相关的；日光浴室
sole			a. 唯一的，单独的 n. 脚底；鞋底
solid			a. 固体的；结实的；可靠的 n. 固体
soluble			a. 可溶的；可解决的
solution			n. 解决方案；溶液；溶解；解答
solve			vt. 解决；解答；溶解；vi. 作解答
special			a. 特别的，专门的
species			n. 物种；种类；adj. 物种上的
specific			n. 特性；细节；特效药；adj. 特殊的，特定的；明确的；详细的； 具有特效的
specify			vt. 明确说明；具体指定
specimen			n. 样品，标本；试样
spectacular			adj. 壮观的，惊人的；n. 壮观的场面
spectrum			n. 光谱；范围，系列
speculate			vi. 推测，猜测；做投机买卖
spirit			n. 精神
stability			n. 稳定，稳固
stable			马厩；牛棚；稳定的；牢固的；坚定的；被关在马厩
stage			n. 阶段，时期；舞台 vt. 上演
standardize			vt. 使标准化，使合乎标准
statement			n. 陈述；声明；报表
static			adj. 静态的，静力的；n. 静电
stationary			adj. 静止的，固定的；不变的
statistic			n. 统计数字，统计资料
status			n. 地位；身份；状态
stereotype			n. 陈规，刻板印象；vt. 使模式化
strain			n. 紧张；压力；拉伤；vt. 拉紧；扭伤
stress			n. 压力；强调；紧张；重要性；重读；vt. 强调；使紧张；加压力于；用重音读
stretch			v. 伸展，伸长；n. 一片，一段
strict			a. 严格的，严密的
string			n. 细绳；一串；vt. 用线串
structural			adj. 结构的，构造的
structure			n. 结构；建筑物；vt. 构造
subject			n. 题目；主题；学科；主语；主体
subjective			a. 主观的；个人的
submarine			n. 潜艇；adj. 海底的，水下的
submerge			vt. 淹没；使浸没
submit			vt. 提交，呈递；vi. 屈服，服从
subordinate			a. 次要的；从属的 n. 下属
subscribe			vi. 订阅；同意；捐助
subscription			n. 订阅，订阅费；捐款
