tender	2		a.嫩的;脆弱的
terminal	2	termin	a.末端的n.末端
terrify	2		vt. 使人感到恐怖
terrorism	2		
terrorist	2		
theatrical	2		
theoretical	2		a.理论(上)的
thereby	2		ad.因此，从而，由此
therefore	2		ad.因此，所以
thirst	2		n. 渴；口渴
thorn	2		
thread	2		n.线;丝;螺纹;头绪
threaten	2		vt.&vi.威胁，恐吓
thrill	2		
throughout	2		prep.遍及ad.到处
tick	2		vt. 作记号 n. 记号,符号,滴答声
tidy	2		a.整洁的;整齐的
tight	2		adj. 紧的；密封的；绷紧的；麻烦的；严厉的；没空的；吝啬的；adv. 紧紧地；彻底地
tin	2		n.锡;罐头
toast	2		n.烤面包vt.烘，烤；n.祝酒;祝酒词
tobacco	2		n. 烟草，烟叶；烟草制品；抽烟
token	2		
tolerant	2		
toll	2		
ton	2		n.（重量单位）吨
topic	2		
torch	2		n.火炬，火把;手电筒
toss	2		
touch	2		vt.触摸;触动;感动n.触
tour	2		n.&vi.旅行，游历
tournament	2		
tow	2		
trademark	2		
traffic	1		n.交通，通行;交通量
trail	1		n.痕迹;小径vt.跟踪
transit	2	it	
transmission	1	mit	n.传送;传动;发射
transplant	2		
trash	2		
treasure	2		n.财富;珍宝vt.珍视
treatment	1		n.待遇;治疗，疗法
treaty	1		n.条约;协议，协定
tremble	2		vi.发抖，哆嗦;摇动
trial	1		n.试，试验;审判
trigger	2		
trim	2		a.整齐的vt.使整齐
triumph	1		n.凯旋;胜利vi.成功
trivial	2		
troop	2		n.军队;一群，大量
tropical	1		a.热带的
try	2		v. 试，试图，努力
tube	2		n.管;电子管，显像管
tuck	2		
tumble	2		
turn	2		v. 旋转，翻转，转变，转弯 n. 轮流，顺序
tutor	2		
twin	2		a.孪生的n.孪生儿
uncertain	2		adj. 无常的；含糊的；靠不住的；迟疑不决的
uncover	2		vt.揭开…的盖子
undergraduate	2		n.大学在校生
underground	2		a. 地下的 n. 地铁
underline	2		vt.划线于…之下
understand	2		v. 懂得;明白;理解
undo	2		vt.解开，打开;取消
undoubtedly	2		ad.无容置疑，肯定地
unify	2	fac	
union	1		n.联合;团结;协会
unity	1		n.单一;统一;团结
unless	2		conj.除非，如果不
unlike	2		a.不同的prep.不象…
unlikely	2		a.未必的，未必可能的
upper	2		a.上面的;地位较高的
upright	2		a.垂直的;正直的
upset	2		vt.弄翻，打翻，倾覆
upward	2		a.向上的，上升的
urgent	2	urg	a.紧急的;强求的
us	1		
used	2		a. 用过的;旧的;二手的
useful	1	us	a. 有用的，有益的
user	2	us	n. 使用者；用户
usually	2		ad. 通常，经常
utmost	2		a.最远的n.极限
utter	2		a.完全的，彻底的vt.发出，说，讲
validate	2	val	
validity	2	val	
valuable	2	val	n. 贵重物品；adj. 有价值的；贵重的；可估价的
value	2	val	n.价值;价格vt.评价
vapour	2		n.汽，蒸气
variant	2		
variation	1		n.变化，变动;变异
various	2		a.各种各样的，不同的
vast	1		a.巨大的;大量的
velocity	2		n.速度，速率
venture	1	ven	n.&vi.冒险vt.敢于
verbal	2	verb	
verse	2	vert	
vessel	1		n.容器;船，飞船;管
vibrate	2		vt.使颤动vi.颤动
vice	2		n.罪恶;恶习;缺点；n.(老)虎钳
victory	2	vinc	
video	2	vid	n. 录像，视频
view	2	vid	n. 观察；视野；意见；风景；vt. 观察；考虑；查看
vigorous	2		a.朝气蓬勃的
violence	2		n. 暴力；侵犯；激烈；歪曲
virtually	2		ad.实际上，事实上
virus	2		
vocal	2	voc	
volcano	2		n.火山
volunteer	1	vol	n.志愿者 v. 自愿做某事
vote	2		
waist	2		
warehouse	2		仓库；货栈；大商店
warmth	2		n.暖和，温暖;热烈
wax	2		n.蜡，蜂蜡
weaken	2		vt.削弱vi.变弱
weakness	2		n.虚弱，软弱;弱点
wealthy	2		n. 富人；adj. 富有的；充分的；丰裕的
weapon	2		
weep	2		vi.哭泣，流泪
whip	2		vt.鞭笞;搅打n.鞭子
whisper	2		vt.低声地讲vi.低语
whistle	2		n.口哨vi.吹口哨
wipe	2		n. 擦拭；用力打；vi. 擦；打；vt. 擦；消除；涂上
wire	2		n.金属线;电缆;电信
wither	2		
wooden	2		a.木制的;呆板的
wrap	2		vt.裹，包，捆n.披肩
yell	2		大叫，叫喊；喊声，叫声
