investigate	1		vt.&vi.调查
investigation	1		n.调查，调查研究
investment	1	vest	n.投资(额)，投入
invisible	1	vid	a.看不见的，无形的
invitation	2		n.邀请，招待；请柬
invite	2		vt.邀请，聘请；招待
involve	1	volv	vt.使卷入；牵涉
inward	1		a.里面的 ad.向内
irregular	1	reg	a.不规则的；不整齐的
isolate	1	sol	vt.使隔离，使孤立
issue	2		n.问题；发行 vt.发行
item	2		n.条，条款；一条
jail	2		n.监狱 vi.监禁
jealous	2		a.妒忌的；猜疑的
jewel	2		n.宝石；宝石饰物
joint	2	junct	n.接头，接缝；关节
jolly	2		a.快活的；令人高兴的
journal	1		n.日报，杂志；日志
journalist	1		n.记者，新闻工作者
journey	2		n.旅行，旅程 n.旅行
joyful	2		a.十分喜悦的，快乐的
judge	2	jud	n.法官；裁判员
judgement	2	jud	n.意见；审判；判断
jungle	2		n.丛林，密林，莽丛
junior	2		a.年少的 n.晚辈
jury	1	jud	n.陪审团；评奖团
justice	2	jud	n.正义，公正；司法
justify	1	jud	vt.证明…是正当的
keen	2		a.热心的；激烈的
label	2		n.标签；标记，符号
laboratory	2	labor	n.实验室，研究室
labour	2	labor	n.劳动；工作；劳工
lace	2		n.鞋带，系带；花边
lack	2		vi.&vi.&n.缺乏，不足
lag	1		vi.走得慢 n.落后
lame	1		a.跛的；瘸的，残废的
landlady	2		n.女房东；女地主
lane	2		n.(乡间)小路；跑道
language	2	lingu	n.语言，语言课程
lantern	2		n.提灯，灯笼
laser	2		n.激光
Latin	2		a.拉丁的 n.拉丁语
latter	2		a.(两者中)后者的
launch	2		vt.发射，投射；发动
laundry	2		n.洗衣房，洗衣店
lavatory	1		n.盥洗室，厕所
lawn	2		n.草地，草坪，草场
layout	2		n.布局，安排，设计
leadership	2		n.领导
leading	2		a.指导的；最主要的
league	2		n.同盟，联盟；联合会
leak	2		vi.漏；泄露 n.漏洞
lean	2		vi.倾斜，屈身；靠
leap	2		vi.跳，跃 n.跳跃
learned	2		a.有学问的；学术上的
lecture	2	lect	n.&vi.演讲，讲课
legal	2		a.法律的；合法的
legend	2	lect	n.传说，传奇
leisure	2		n.空闲时间；悠闲
lens	2		n.透镜，镜片；镜头
lessen	2		vt.减少，减轻；缩小
lest	1		conj.惟恐，以免
lever	2	lev	n.杆，杠杆；控制杆
liable	1		a.易于…的；可能的
liar	2		n.说谎的人
liberal	2	liber	a.心胸宽大的；慷慨的
liberate	2	liber	vt.解放；释放
liberation	2	liber	n.解放
liberty	2	liber	n.自由；释放；许可
librarian	2		n.图书馆馆长
license	2		n.许可；执照 vt.准许
lieutenant	1		n.陆军中尉；副职官员
likewise	2		ad.同样地；也，又
limb	2		n.肢，臂，翼；树枝
lime	1		n.石灰
limit	2		n.限度；限制；范围
limitation	2		n.限制；限度，局限
limited	2		a.有限的
linen	1		n.亚麻布；亚麻织物
liner	1		n.班船，班机
liquid	2		n.液体 a.液体的
liquor	1		n.酒；溶液，液剂
liter	2		n.升(容量单位)
literary	2	liter	a.文学(上)的
literature	2	liter	n.文学；文献
load	2		vt.装；装满 n.负载
loaf	2		n.一条面包，一个面包
loan	2		n.贷款；暂借 vt.借出
local	2	loc	a.地方的；局部的
locate	2	loc	vt.探明，找出，查出
location	2	loc	n.位置，场所
locomotive	1	loc	n.火车头，机车
lodge	1		vi.暂住，借宿，投宿
log	2		n.原木，木料
logic	2	log	n.逻辑，推理；逻辑性
logical	2	log	a.逻辑的；符合逻辑的
loop	2		n.圈，环，环孔
loosen	2		vt.解开；使松驰
lord	2		n.贵族；上帝，基督
lorry	2		n.运货汽车，卡车
loss	2		n.遗失；损失；失败
loudspeaker	2		n.扬声器，喇叭
loyal	2		a.忠诚的，忠心的
loyalty	2		n.忠诚，忠心
luggage	2		n.行李；皮箱，皮包
lumber	1		n.木材；木料；制材
lump	2		n.团，块；肿块
luxury	2		n.奢侈，奢华；奢侈品
magazine	2		n.杂志，期刊
magnet	2		n.磁铁，磁石，磁体
magnetic	2		a.磁的，有吸引力的
magnificent	1	magn	n.壮丽的；华丽的
maid	2		n.女佣，女仆；少女
mainland	2		n.大陆
maintain	1	tain	vt.维持；赡养；维修
maintenance	1	tain	n.维持，保持；维修
major	2	magn	a.较大的 n.专业
majority	2	magn	n.多数，大多数
male	2		a.男的，雄的 n.男子
manage	2	man	vt.管理；设法；对付
management	2	man	n.管理；经营，处理
mankind	2		n.人类
manly	1		a.男子气概的，果断的
manner	2		n.方式；态度；礼貌
manual	1	man	a.体力的 n.手册
manufacture	2	man	vt.制造 n.制造；产品
manufacturer	2	man	n.制造商/厂
marble	1		n.大理石
margin	1		n.页边的空白；边缘
marine	1	mar	a.海的；海上的
marriage	2		n.结婚，婚姻；婚礼
marvelous	2		a.奇迹般的；了不起的
Marxism	2		n.马克思主义
Marxist	2		a.马克思主义的
mask	2		n.面具；伪装 vt.掩饰
mass	2		n.众多；团；群众
masterpiece	1		n.杰作，名著
mat	2		n.席子；草席；垫子
mate	2		n.伙伴，同事；配偶
material	2		n.材料；素材 a.物质的
