ton	2		0	
tone	1	ton	1	
tongue	3		0	
tonight	3		0	
tonnage	3		0	
too	3		0	
tool	3		0	
tooth	3		0	
top	3		0	
topic	2		0	
topical	3		0	
topple	3		0	
torch	2		0	
tornado	3		0	
torture	2	tort	1	
toss	2		0	
total	1		1	
touch	2		0	
tough	1		1	
tour	2		0	
tourism	3		0	
tourist	3		0	
tournament	2		0	
tow	2		0	
toward	3		0	
towel	3		0	
tower	3		0	
town	3		0	
township	3		0	
toxic	2		1	a. 有毒的；中毒的
toy	3		0	
trace	1	tract	1	
track	1		1	
tract	2	tract	1	n. 地带；（宣传用）小册子
tractor	3	tract	0	
trade	1		1	
trademark	2		0	
tradition	1		1	
traditional	3		0	
traffic	1		0	
trafficking	3		0	
tragedy	1		1	
tragic	3		0	
tragically	3		0	
trail	1		0	
trailer	3		0	
train	3		0	
trainee	3		0	
trainer	3		0	
training	3		0	
trait	2	tract	1	n. 特征；特点
tram	3		0	
tranquil	3		0	
tranquility	3		0	
transaction	2	act	1	n. 交易；业务
transcend	3		0	
transcript	2	scrib	1	n. 成绩单；抄本
transfer	1	fer	1	
transference	3	fer	0	
transform	1	form	1	
transformation	3	form	0	
transformer	3	form	0	
transient	3		0	
transistor	3		0	
transit	2	it	0	
transition	2	it	1	n. 过渡；转变
transitional	3	it	0	
translate	1	lat	1	
translation	3	lat	0	
translator	3	lat	0	
transmission	1	mit	0	
transmit	1	mit	1	
transmitter	3	mit	0	
transparency	3	par	0	
transparent	1	par	1	
transplant	2		0	
transplantation	3		0	
transport	1	port	1	
transportation	3	port	0	
trap	1		1	
trash	2		0	
trauma	3		0	
traumatic	3		0	
travel	3		0	
tray	3		0	
tre	3		0	
tread	3		0	
treasure	2		0	
treasurer	3		0	
treasury	3		0	
treat	1		1	
treatment	1		0	
treaty	1		0	
tree	3		0	
trek	3		0	
tremble	2		0	
tremendous	1		1	
trench	3		0	
trend	1		1	
trial	1		0	
triangle	2	ang	1	
triangular	3	ang	0	
tribal	3		0	
tribe	3		0	
tribune	3		0	
tribute	2	trib	1	n. 致敬；贡品
trick	1		1	
trickle	3		0	
tricky	3		0	
trifle	3		0	
trigger	2		0	
trillion	3		0	
trim	2		0	
trip	3		0	
triple	2	ple	1	a. 三倍的；三重的
triumph	1		0	
triumphant	3		0	
trivial	2		0	
trolley	3		0	
troop	2		0	
trophy	3		0	
tropic	3		0	
tropical	1		0	
trouble	3		0	
troublesome	3		0	
trousers	3		0	
truck	3		0	
true	3		0	
truly	3		0	
trumpet	3		0	
