skate	3		0	
skating	3		0	
skeleton	2		1	n. 骨骼；骨架；梗概
skeptic	3		0	
skeptical	2	scop	1	a. 怀疑的，多疑的
skepticism	3		0	
sketch	2	graph	1	n. 素描；草图；概述 vt. 素描；简述
sketchy	3		0	
ski	3		0	
skiing	3		0	
skilful	3		0	
skill	2	sci	1	n. 技能，技巧；熟练
skilled	3		0	
skim	2		1	vt. 撇去；掠过；略读，浏览
skin	3		0	
skinny	3		0	
skip	2		1	
skirt	3		0	
skull	3		0	
sky	3		0	
skyline	3		0	
skyscraper	2	scrib	1	n. 摩天大楼
slack	3		0	
slam	3		0	
slap	3		0	
slash	3		0	
slaughter	3		0	
slave	3		0	
slavery	3		0	
sleep	3		0	
sleepiness	3		0	
sleepy	3		0	
sleeve	2		0	
slender	2		1	a. 细长的，苗条的；微薄的
slice	2	cid	1	n. 薄片；一份 vt. 把…切成薄片
slide	3		0	
slight	2		1	a. 轻微的；纤细的 n./vt. 轻视
slightly	2		0	
slim	3		0	
slip	3		0	
slipper	3		0	
slippery	2		1	a. 滑的；狡猾的；难以捉摸的
slogan	3		0	
slope	3		0	
slot	3		0	
slow	3		0	
slum	3		0	
slump	3		0	
small	3		0	
smart	3		0	
smartphone	3		0	
smash	3		0	
smell	3		0	
smelly	3		0	
smile	3		0	
smog	3		0	
smoggy	3		0	
smoke	3		0	
smoky	3		0	
smooth	3		0	
smuggle	3		0	
smuggler	3		0	
smuggling	3		0	
snack	3		0	
snail	3		0	
snake	3		0	
snap	3		0	
snatch	3		0	
sneak	3		0	
sniff	3		0	
snob	3		0	
snobbish	3		0	
snow	3		0	
snowy	3		0	
so	3		0	
so-called	3		0	
soak	3		0	
soap	3		0	
soar	3		0	
sob	3		0	
sober	3		0	
soccer	3		0	
sociable	3	soci	0	
social	2	soci	0	a. 社会的；社交的；群居的
socialism	3		0	
socialist	3		0	
socialize	3	soci	0	
society	2	soci	1	n. 社会；社团，协会；社交界
sociologist	3	soci	0	
sociology	3	soci	0	
sock	3		0	
socket	3		0	
soda	3		0	
sodium	3		0	
sofa	3		0	
soft	3		0	
soften	3		0	
software	3		0	
soil	3		0	
solar	2	sol	0	a. 太阳的；太阳能的
soldier	3		0	
sole	2	sol	1	a. 唯一的，单独的 n. 脚底；鞋底
solely	3	sol	0	
solemn	2		1	a. 庄严的，隆重的；严肃的
solemnity	3		0	
solicit	3	cit	0	
solicitor	3	cit	0	
solid	2	sol	1	a. 固体的；结实的；可靠的 n. 固体
solidarity	3	sol	0	
solidify	3	sol	0	
solidity	3	sol	0	
solitary	3	sol	0	
solitude	3	sol	0	
solo	3	sol	0	
soluble	2	solv	1	a. 可溶的；可解决的
solution	1	solv	1	
solve	1	solv	1	
solvent	3	solv	0	
some	3		0	
somebody	3		0	
somehow	3		0	
someone	3		0	
something	3		0	
sometime	3		0	
sometimes	3		0	
somewhat	3		0	
somewhere	3		0	
son	3		0	
song	3		0	
soon	3		0	
