sex	2		0	
sexual	2		0	
sexy	3		0	
shabby	2		0	
shade	3		0	
shadow	3		0	
shady	3		0	
shaft	3		0	
shake	3		0	
shaky	3		0	
shall	3		0	
shallow	2		1	a. 浅的；肤浅的
shame	3		0	
shameful	3		0	
shameless	3		0	
shape	3		0	
share	3		0	
shark	3		0	
sharp	3		0	
sharpen	3		0	
shatter	2		0	
shave	3		0	
shaver	3		0	
she	3		0	
shed	2		0	
sheep	3		0	
sheer	3		0	
sheet	3		0	
shelf	3		0	
shell	3		0	
shelter	1		1	n. 避难所，庇护；vt. 保护，遮蔽
shepherd	3		0	
shield	2		0	
shift	1		1	
shine	3		0	
shiny	3		0	
ship	3		0	
shipment	3		0	
shipping	3		0	
shipyard	3		0	
shirt	3		0	
shit	3		0	
shiver	3		0	
shock	1		1	
shoe	3		0	
shoot	3		0	
shop	3		0	
shopping	3		0	
shore	3		0	
short	3		0	
shortage	2		0	
shortcoming	3		0	
shorthand	3		0	
shortly	3		0	
shorts	3		0	
shot	3		0	
should	3		0	
shoulder	3		0	
shout	3		0	
shove	3		0	
show	3		0	
showcase	3		0	
shower	3		0	
showy	3		0	
shred	3		0	
shrewd	3		0	
shrimp	3		0	
shrink	2		0	
shrub	3		0	
shrubbery	3		0	
shrug	2		0	
shut	3		0	
shuttle	1		1	
shy	3		0	
shyly	3		0	
shyness	3		0	
sick	3		0	
sicken	3		0	
side	3		0	
sideways	3		0	
siege	3		0	
sigh	3		0	
sight	3		0	
sightseeing	3		0	
sign	1	sign	1	
signal	1	sign	1	n. 信号，标志；vt. 发信号，示意
signature	2	sign	0	
significance	2	sign	0	
significant	1	sign	1	
signify	2	sign	0	
silence	3		0	
silent	3		0	
silicon	3		0	
silk	3		0	
silky	3		0	
silver	3		0	
silvery	3		0	
similar	1	sembl	1	a. 相似的；类似的
similarity	2	sembl	0	
simple	3		0	
simplicity	3		0	
simplify	3		0	
simply	3		0	
simulate	2	sembl	1	vt. 模拟；模仿；假装
simulation	3	sembl	0	
simultaneous	2	sembl	1	a. 同时发生的；同步的
sin	3		0	
since	3		0	
sincere	1		1	
sincerity	3		0	
sing	3		0	
singer	3		0	
single	3		0	
singular	2		0	
singularity	3		0	
sinister	3		0	
sink	3		0	
sip	3		0	
sir	3		0	
sister	3		0	
sit	3		0	
site	1		1	n. 地点；场所；网站
sitting	3		0	
situate	3		0	
situation	1		1	
six	3		0	
sixteen	3		0	
sixty	3		0	
sizable	3		0	
size	3		0	
