guarantee			
guidance	vid	vid	guid(=vid 看/引导)
guilty			
gulf			
halt			
handle			
handy			
harbour			
hardly			
hardship			
hardware			
harm			
harmony			
harness			
harsh			
harvest			
haste			
hasten			
hatred			
hay			
hazard			
heading			
headline			
headmaster			
headquarters			
heal			
heating			
heaven			
heavily			
hedge			
height			
heir			
helicopter			
hell			
helpless			
hen			
hence			
hero			
heroic			
heroine			
highly			
hillside			
hint			
hire			
historical			
history			
hobby			
hollow			
holy			
honest			
honesty			
honeymoon			
honour			
honourable			
hook			
hopeful			
hopeless			
horizon			
horizontal			
horn			
household			
idle			
image			
imagination			
imagine			
imitate			
impact			
impress			
impression			
impressive			
inevitable			
inferior			
inherit			
innocent			
insert			
install			
instinct			
interior			
internal			
interpret			
interval	val	val	inter(之间)+val(墙/壁垒→间隔)
intimate			
investigate			
investigation			
invitation			
invite			
issue			
jealous			
journal			
journalist			
junior			
keen			
label			
lack			
lag			
latter			
launch			
layout			
leadership			
leading			
leak			
leap			
leisure			
lessen			
lest			
librarian			
license			
limb			
limit			
limitation			
limited			
liquid			
load			
loan			
lodge			
loosen			
loss			
luggage			
luxury			
magazine			
