abandon			
aboard			
abroad			
absence			
absent			
absorb	sorb		
abundant	und		
academic			
accent			
accommodate	commod		
accommodation	commod		
accompany	pan		
account	put		
achieve			
achievement			
acid	ac		
acute	ac		
adapt	apt		
addition	don		
address			
administration	ministr		
adult			
advance	vant		
advantage	vant		
afford			
agriculture		agr,cult	agr(田地)+cult(耕作)
aid			
aim			
alarm			
alcohol			
alloy	lig		
aloud			
alphabet			
altitude	alt		
altogether			
aluminium			
amaze			
ambition	it		
ambulance	ambul		
amount	mount		
amuse			
ancient			
angle	ang		
annoy			
anxiety	ang		
anxious	ang		
appeal	pel		
approach			
arbitrary			
argue			
argument			
arise			
arouse			
arrange			
arrest			
assure			
athlete			
atmosphere	spher		
atom	tom		
attack	tach		
attempt	tend		
attitude	apt		
author	creas		
authority	creas		
average			
award			
awkward			
baggage			
balance			
banner			
barber			
bare			
bargain			
barrel	bar		
barrier	bar		
basis			
beast			
behalf			
behave			
behavior			
being			
belief			
beloved			
bend			
beneath			
bet			
betray	don		
bind	band		
bitter			
blade			
blame			
blank			
blast			
blaze			
bleed			
blend			
bless			
bloom			
blossom			
boast			
bold			
bond	band		
border			
bore			
bosom			
bough			
bounce			
bound			
boundary			
brake			
brand			
breadth			
breast			
breed			
breeze			
brilliant			
brim			
brisk			
bristle			
British			
