materialism		0
mathematical		0
matter		0
mature		1
maximum	magn	1
mayor	magn	1
meadow		1
means		0
meantime		0
meanwhile		0
measurable	mens	0
measure	mens	1
measurement	mens	1
mechanic		1
mechanical		1
mechanically		0
mechanics		0
medal		1
medical		1
medicine		1
Mediterranean	med	1
medium	med	1
melt		1
member		0
memorial	memor	1
memory	memor	1
mend		1
mental	ment	1
mention	ment	1
menu		0
merchant	merc	1
mercury		0
mercy		1
mere		1
merely		0
merit		1
mess		1
message	mit	1
messenger	mit	1
metal		1
meter	meter	1
method		0
metre	meter	1
metric	meter	1
microcomputer	micro	1
microphone	micro	1
microscope	micro	1
midday		0
midst		1
mild		1
mile		0
military	milit	1
mill		0
millimetre	meter	1
miner		0
mineral		1
minimum	min	1
minister	min	1
ministry	min	0
minor	min	1
minority	min	1
minus	min	1
miracle	mir	1
mirror	mir	1
miserable		1
mislead		1
missile	mit	1
missing		0
mission	mit	1
mist		0
mistress		0
misunderstand		1
mixture		1
moan		0
mobile	mob	1
mode	mod	1
model	mod	1
moderate	mod	1
modern	mod	1
modest	mod	1
modify	mod	1
moist		1
moisture		1
molecule		1
moment	mob	1
monitor	mon	1
monument	mon	1
mood		1
moral		1
moreover		1
mortal	mor	1
mosquito		0
mostly		1
motion	mob	1
motivate	mob	1
motive	mob	1
motor	mob	1
mould		0
mount		1
mountain		0
mourn		1
mouthful		0
movement	mob	1
muddy		0
mug		0
multiple	plic	1
multiply	plic	1
murder		1
murderer		0
muscle		1
museum		0
mushroom		0
musical		0
musician		0
mute		1
mutter		0
mutton		0
mutual	mut	1
mysterious		1
mystery		1
naked		1
namely		1
nap		0
nasty		0
nation	nat	0
national	nat	0
nationality	nat	1
native	nat	1
natural	nat	0
naturally	nat	0
nature	nat	0
naughty		0
naval	nav	1
navigation	nav	1
navy	nav	0
nearby		0
neat		0
necessarily	ced	0
necessary	ced	0
necessity	ced	1
