satisfaction	fac	1
satisfactory	fac	1
satisfy	fac	1
sauce		1
saucer		0
sausage		0
saving		0
scale		1
scan		1
scar		0
scarce		1
scarcely		1
scare		0
scarf		0
scatter		1
scene		1
scenery		0
scent	sens	1
schedule		1
scheme		1
scholar		0
scholarship		1
scientific	sci	1
scissors		0
scold		1
scope	scop	1
scorn		1
scout		0
scrape		0
scratch		0
scream		0
screen		1
screw		0
seal		0
seaman		0
seaport		1
search		1
secondary	sequ	1
secondly	sequ	0
secretary	cern	1
section	sec	1
secure	cur	1
security	cur	1
seek		1
seize		1
seldom		1
select	lect	1
selection	lect	1
selfish		1
seller		0
semester		0
semiconductor	duc	1
senate		0
senior		1
sense	sens	1
sensible	sens	1
sensitive	sens	1
separate	par	1
separately	par	0
separation	par	0
sequence	sequ	1
series		1
servant	serv	1
session	sed	1
setting		1
settle		1
settlement		1
severe		1
severely		0
sew		0
